business_name,phone_e164,city,category,demo_url,message
Columbia Bitulithic,+12505621514,Prince George,Paving contractor,https://jaggyai.github.io/bc-demos/prince-george/concrete/columbia-bitulithic/,"Hi, it's Jag - I build websites for Prince George businesses & built Columbia Bitulithic a free demo: https://jaggyai.github.io/bc-demos/prince-george/concrete/columbia-bitulithic/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
North Rock Drill & Blasting,+12509700001,Prince George,Drilling contractor,https://jaggyai.github.io/bc-demos/prince-george/excavating/north-rock-drill-blasting/,"Hi, it's Jag - I build websites for Prince George businesses & built North Rock Drill & Blasting a free demo: https://jaggyai.github.io/bc-demos/prince-george/excavating/north-rock-drill-blasting/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
North Country Properties,+12505617000,Prince George,Apartment building,https://jaggyai.github.io/bc-demos/prince-george/real-estate/north-country-properties/,"Hi, it's Jag - I build websites for Prince George businesses & built North Country Properties a free demo: https://jaggyai.github.io/bc-demos/prince-george/real-estate/north-country-properties/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
T M & Sons Land Care,+12505649991,Prince George,Lawn care service,https://jaggyai.github.io/bc-demos/prince-george/landscapers/t-m-sons-land-care/,"Hi, it's Jag - I build websites for Prince George businesses & built T M & Sons Land Care a free demo: https://jaggyai.github.io/bc-demos/prince-george/landscapers/t-m-sons-land-care/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
East Fraser Fiber Co Ltd,+12505636567,Prince George,Saw mill,https://jaggyai.github.io/bc-demos/prince-george/carpenter/east-fraser-fiber-co-ltd/,"Hi, it's Jag - I build websites for Prince George businesses & built East Fraser Fiber Co Ltd a free demo: https://jaggyai.github.io/bc-demos/prince-george/carpenter/east-fraser-fiber-co-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
PG 4 Seasons Property Services - Prince George,+12505242100,Prince George,Property maintenance,https://jaggyai.github.io/bc-demos/prince-george/handyman/pg-4-seasons-property-services-prince-george/,"Hi, it's Jag - I build websites for Prince George businesses & built PG 4 Seasons Property Services - Prince George a free demo: https://jaggyai.github.io/bc-demos/prince-george/handyman/pg-4-seasons-property-services-prince-george/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
PG Seal solutions,+17786757325,Prince George,Asphalt contractor,https://jaggyai.github.io/bc-demos/prince-george/concrete/pg-seal-solutions/,"Hi, it's Jag - I build websites for Prince George businesses & built PG Seal solutions a free demo: https://jaggyai.github.io/bc-demos/prince-george/concrete/pg-seal-solutions/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
CTL Contractors Ltd,+12509628375,Prince George,General contractor,https://jaggyai.github.io/bc-demos/prince-george/contractors/ctl-contractors-ltd/,"Hi, it's Jag - I build websites for Prince George businesses & built CTL Contractors Ltd a free demo: https://jaggyai.github.io/bc-demos/prince-george/contractors/ctl-contractors-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
24-7 Contracting Ltd,+12509626818,Prince George,General contractor,https://jaggyai.github.io/bc-demos/prince-george/contractors/24-7-contracting-ltd/,"Hi, it's Jag - I build websites for Prince George businesses & built 24-7 Contracting Ltd a free demo: https://jaggyai.github.io/bc-demos/prince-george/contractors/24-7-contracting-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Integrated Contractors Ltd,+12505625848,Prince George,General contractor,https://jaggyai.github.io/bc-demos/prince-george/contractors/integrated-contractors-ltd-2/,"Hi, it's Jag - I build websites for Prince George businesses & built Integrated Contractors Ltd a free demo: https://jaggyai.github.io/bc-demos/prince-george/contractors/integrated-contractors-ltd-2/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
B Lodge Geothermal Htg Cooling,+12506401755,Prince George,Air conditioning contractor,https://jaggyai.github.io/bc-demos/prince-george/hvac/b-lodge-geothermal-htg-cooling/,"Hi, it's Jag - I build websites for Prince George businesses & built B Lodge Geothermal Htg Cooling a free demo: https://jaggyai.github.io/bc-demos/prince-george/hvac/b-lodge-geothermal-htg-cooling/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Pine Star Logging,+12505645545,Prince George,Logging contractor,https://jaggyai.github.io/bc-demos/prince-george/excavating/pine-star-logging/,"Hi, it's Jag - I build websites for Prince George businesses & built Pine Star Logging a free demo: https://jaggyai.github.io/bc-demos/prince-george/excavating/pine-star-logging/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Emily Higham Designs,+12509614095,Prince George,Interior designer,https://jaggyai.github.io/bc-demos/prince-george/interior-design/emily-higham-designs/,"Hi, it's Jag - I build websites for Prince George businesses & built Emily Higham Designs a free demo: https://jaggyai.github.io/bc-demos/prince-george/interior-design/emily-higham-designs/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
L B Paving Ltd,+12505646486,Prince George,Paving contractor,https://jaggyai.github.io/bc-demos/prince-george/concrete/l-b-paving-ltd/,"Hi, it's Jag - I build websites for Prince George businesses & built L B Paving Ltd a free demo: https://jaggyai.github.io/bc-demos/prince-george/concrete/l-b-paving-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Mayfair Well Pumps & Water Systems,+12505628590,Prince George,Well drilling contractor,https://jaggyai.github.io/bc-demos/prince-george/excavating/mayfair-well-pumps-water-systems/,"Hi, it's Jag - I build websites for Prince George businesses & built Mayfair Well Pumps & Water Systems a free demo: https://jaggyai.github.io/bc-demos/prince-george/excavating/mayfair-well-pumps-water-systems/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Northern Chill Refrigeration LTD.,+12505520865,Prince George,HVAC contractor,https://jaggyai.github.io/bc-demos/prince-george/hvac/northern-chill-refrigeration-ltd/,"Hi, it's Jag - I build websites for Prince George businesses & built Northern Chill Refrigeration LTD. a free demo: https://jaggyai.github.io/bc-demos/prince-george/hvac/northern-chill-refrigeration-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
